username,user,mail,jogoname,jogoage,jogorelease,devname,devloc
Rodrigo36,Rodrigo,rodrigo36@outlook.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Rodrigo36,Rodrigo,rodrigo36@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Rodrigo36,Rodrigo,rodrigo36@outlook.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Rodrigo36,Rodrigo,rodrigo36@outlook.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Rodrigo36,Rodrigo,rodrigo36@outlook.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Rodrigo36,Rodrigo,rodrigo36@outlook.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Miguel74,Miguel,miguel74@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Miguel74,Miguel,miguel74@ua.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Miguel74,Miguel,miguel74@ua.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Miguel74,Miguel,miguel74@ua.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Rodrigo83,Rodrigo,rodrigo83@outlook.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Rita48,Rita,rita48@ua.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Rita48,Rita,rita48@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Rita48,Rita,rita48@ua.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Rita48,Rita,rita48@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Rita48,Rita,rita48@ua.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Rita48,Rita,rita48@ua.pt,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Alice77,Alice,alice77@outlook.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Mafalda57,Mafalda,mafalda57@hotmail.com,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Mafalda57,Mafalda,mafalda57@hotmail.com,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
Rita42,Rita,rita42@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Rita42,Rita,rita42@hotmail.com,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Mafalda9,Mafalda,mafalda9@ua.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Mafalda9,Mafalda,mafalda9@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Mafalda9,Mafalda,mafalda9@ua.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Mafalda9,Mafalda,mafalda9@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Mafalda9,Mafalda,mafalda9@ua.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Mafalda9,Mafalda,mafalda9@ua.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Lara34,Lara,lara34@outlook.pt,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Lara34,Lara,lara34@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Marta63,Marta,marta63@hotmail.com,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Maria24,Maria,maria24@outlook.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Rosa95,Rosa,rosa95@outlook.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Rosa95,Rosa,rosa95@outlook.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Helena48,Helena,helena48@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Helena48,Helena,helena48@hotmail.com,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Helena48,Helena,helena48@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Helena48,Helena,helena48@hotmail.com,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Helena48,Helena,helena48@hotmail.com,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Carla88,Carla,carla88@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Carla88,Carla,carla88@hotmail.com,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Carla88,Carla,carla88@hotmail.com,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Carla88,Carla,carla88@hotmail.com,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Carla88,Carla,carla88@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Carla88,Carla,carla88@hotmail.com,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Rafael36,Rafael,rafael36@ua.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Vera51,Vera,vera51@ua.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Vera51,Vera,vera51@ua.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Vera51,Vera,vera51@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Ana56,Ana,ana56@hotmail.com,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Ana56,Ana,ana56@hotmail.com,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Ana56,Ana,ana56@hotmail.com,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Ana56,Ana,ana56@hotmail.com,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Ana56,Ana,ana56@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Ana56,Ana,ana56@hotmail.com,First Night,12,2017-01-28 01:18,Valve,Lisboa
Miguel42,Miguel,miguel42@outlook.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Miguel42,Miguel,miguel42@outlook.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Miguel42,Miguel,miguel42@outlook.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Miguel42,Miguel,miguel42@outlook.pt,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Miguel42,Miguel,miguel42@outlook.pt,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
Miguel42,Miguel,miguel42@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Lara44,Lara,lara44@ua.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Lara44,Lara,lara44@ua.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Lara44,Lara,lara44@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Francisca53,Francisca,francisca53@hotmail.com,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Filipa20,Filipa,filipa20@ua.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
José67,José,josé67@hotmail.com,War Insane,18,2018-11-01 00:13,Sony,Faro
José67,José,josé67@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
José67,José,josé67@hotmail.com,Dawn Final,8,2018-08-23 14:24,Sony,Faro
José67,José,josé67@hotmail.com,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Francisca16,Francisca,francisca16@outlook.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Francisca16,Francisca,francisca16@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Francisca16,Francisca,francisca16@outlook.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Rosa78,Rosa,rosa78@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Rosa78,Rosa,rosa78@ua.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Rosa78,Rosa,rosa78@ua.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Rosa78,Rosa,rosa78@ua.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Rosa78,Rosa,rosa78@ua.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Rosa78,Rosa,rosa78@ua.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Leonor90,Leonor,leonor90@ua.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Rafaela77,Rafaela,rafaela77@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Rafaela77,Rafaela,rafaela77@outlook.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Rafaela77,Rafaela,rafaela77@outlook.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Alice57,Alice,alice57@hotmail.com,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Alice57,Alice,alice57@hotmail.com,Last War,2,2016-07-16 20:26,Pokemon,Martin
Alice57,Alice,alice57@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Ana41,Ana,ana41@hotmail.com,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Ana41,Ana,ana41@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Ana41,Ana,ana41@hotmail.com,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Ana41,Ana,ana41@hotmail.com,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Ana41,Ana,ana41@hotmail.com,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Maria75,Maria,maria75@outlook.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Maria75,Maria,maria75@outlook.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Maria75,Maria,maria75@outlook.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Maria75,Maria,maria75@outlook.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Maria75,Maria,maria75@outlook.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Maria75,Maria,maria75@outlook.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Teresa8,Teresa,teresa8@outlook.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Teresa8,Teresa,teresa8@outlook.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Teresa8,Teresa,teresa8@outlook.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Teresa35,Teresa,teresa35@outlook.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Teresa35,Teresa,teresa35@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Teresa35,Teresa,teresa35@outlook.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Teresa35,Teresa,teresa35@outlook.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Inês50,Inês,inês50@outlook.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Inês50,Inês,inês50@outlook.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Inês50,Inês,inês50@outlook.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Inês50,Inês,inês50@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Filipa67,Filipa,filipa67@outlook.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Filipa67,Filipa,filipa67@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Filipa67,Filipa,filipa67@outlook.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Filipa67,Filipa,filipa67@outlook.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Filipa67,Filipa,filipa67@outlook.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Teresa95,Teresa,teresa95@outlook.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Teresa95,Teresa,teresa95@outlook.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Teresa95,Teresa,teresa95@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Teresa95,Teresa,teresa95@outlook.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Teresa95,Teresa,teresa95@outlook.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Alice72,Alice,alice72@hotmail.com,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Alice72,Alice,alice72@hotmail.com,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Alice72,Alice,alice72@hotmail.com,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Alice72,Alice,alice72@hotmail.com,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Maria10,Maria,maria10@ua.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Maria10,Maria,maria10@ua.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Maria10,Maria,maria10@ua.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Luís84,Luís,luís84@outlook.pt,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Luís84,Luís,luís84@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Luís84,Luís,luís84@outlook.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Luís84,Luís,luís84@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Luís84,Luís,luís84@outlook.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Luís84,Luís,luís84@outlook.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Luís89,Luís,luís89@outlook.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Luís89,Luís,luís89@outlook.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Luís89,Luís,luís89@outlook.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Luís89,Luís,luís89@outlook.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Luís89,Luís,luís89@outlook.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Luís89,Luís,luís89@outlook.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Soraia88,Soraia,soraia88@ua.pt,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
Soraia88,Soraia,soraia88@ua.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Soraia88,Soraia,soraia88@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Soraia88,Soraia,soraia88@ua.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Soraia88,Soraia,soraia88@ua.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Luís88,Luís,luís88@hotmail.com,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Luís88,Luís,luís88@hotmail.com,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Luís88,Luís,luís88@hotmail.com,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
João65,João,joão65@hotmail.com,First Night,12,2017-01-28 01:18,Valve,Lisboa
João65,João,joão65@hotmail.com,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
João65,João,joão65@hotmail.com,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Pedro92,Pedro,pedro92@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Pedro92,Pedro,pedro92@outlook.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Pedro92,Pedro,pedro92@outlook.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Carla87,Carla,carla87@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Rita33,Rita,rita33@hotmail.com,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Rita33,Rita,rita33@hotmail.com,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Rita33,Rita,rita33@hotmail.com,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Rita33,Rita,rita33@hotmail.com,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Rita33,Rita,rita33@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Maria28,Maria,maria28@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Maria28,Maria,maria28@outlook.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Rosa81,Rosa,rosa81@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Rosa81,Rosa,rosa81@ua.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Rosa81,Rosa,rosa81@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Rosa81,Rosa,rosa81@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Rosa81,Rosa,rosa81@ua.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Marta47,Marta,marta47@outlook.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Marta47,Marta,marta47@outlook.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Marta47,Marta,marta47@outlook.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Marta47,Marta,marta47@outlook.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
José95,José,josé95@hotmail.com,I Earth,18,2018-05-23 02:48,Intel,Coimbra
José95,José,josé95@hotmail.com,Dawn Final,8,2018-08-23 14:24,Sony,Faro
José95,José,josé95@hotmail.com,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Carla40,Carla,carla40@ua.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Carla40,Carla,carla40@ua.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Carla40,Carla,carla40@ua.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Carla40,Carla,carla40@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Carla40,Carla,carla40@ua.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Marta59,Marta,marta59@hotmail.com,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Marta59,Marta,marta59@hotmail.com,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Marta59,Marta,marta59@hotmail.com,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Marta59,Marta,marta59@hotmail.com,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Rafaela91,Rafaela,rafaela91@outlook.pt,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
João24,João,joão24@outlook.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
João24,João,joão24@outlook.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
João24,João,joão24@outlook.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Rafaela0,Rafaela,rafaela0@hotmail.com,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Rafaela0,Rafaela,rafaela0@hotmail.com,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Luís5,Luís,luís5@ua.pt,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Luís5,Luís,luís5@ua.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Luís5,Luís,luís5@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Luís5,Luís,luís5@ua.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Luís5,Luís,luís5@ua.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Luís13,Luís,luís13@hotmail.com,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Ana26,Ana,ana26@outlook.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Ana26,Ana,ana26@outlook.pt,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Ana26,Ana,ana26@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Ana26,Ana,ana26@outlook.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Carla95,Carla,carla95@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Carla95,Carla,carla95@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Inês67,Inês,inês67@outlook.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Inês67,Inês,inês67@outlook.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Inês67,Inês,inês67@outlook.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Santiago19,Santiago,santiago19@ua.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Santiago19,Santiago,santiago19@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Santiago19,Santiago,santiago19@ua.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Santiago19,Santiago,santiago19@ua.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Santiago19,Santiago,santiago19@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Teresa16,Teresa,teresa16@hotmail.com,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Teresa16,Teresa,teresa16@hotmail.com,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Teresa16,Teresa,teresa16@hotmail.com,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Teresa19,Teresa,teresa19@outlook.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Teresa19,Teresa,teresa19@outlook.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Teresa19,Teresa,teresa19@outlook.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Teresa19,Teresa,teresa19@outlook.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Rosa46,Rosa,rosa46@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Santiago50,Santiago,santiago50@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Santiago50,Santiago,santiago50@outlook.pt,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Santiago50,Santiago,santiago50@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Santiago50,Santiago,santiago50@outlook.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Santiago50,Santiago,santiago50@outlook.pt,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Carla97,Carla,carla97@outlook.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
João66,João,joão66@outlook.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
João66,João,joão66@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
João66,João,joão66@outlook.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Rodrigo3,Rodrigo,rodrigo3@ua.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Rodrigo3,Rodrigo,rodrigo3@ua.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Rodrigo3,Rodrigo,rodrigo3@ua.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Rodrigo3,Rodrigo,rodrigo3@ua.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Rodrigo3,Rodrigo,rodrigo3@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Filipa62,Filipa,filipa62@outlook.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Filipa62,Filipa,filipa62@outlook.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Filipa62,Filipa,filipa62@outlook.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Filipa62,Filipa,filipa62@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Rosa5,Rosa,rosa5@ua.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Rosa5,Rosa,rosa5@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Rosa5,Rosa,rosa5@ua.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
Rosa5,Rosa,rosa5@ua.pt,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Rosa5,Rosa,rosa5@ua.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Rosa5,Rosa,rosa5@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
João86,João,joão86@ua.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
João86,João,joão86@ua.pt,War I,2,2018-04-21 01:43,Valve,Lisboa
João86,João,joão86@ua.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Inês24,Inês,inês24@ua.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Inês24,Inês,inês24@ua.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Inês24,Inês,inês24@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Inês24,Inês,inês24@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Inês24,Inês,inês24@ua.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Santiago29,Santiago,santiago29@ua.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Santiago29,Santiago,santiago29@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Santiago29,Santiago,santiago29@ua.pt,First Final,2,2017-01-12 21:26,Nintendo,Faro
Alice47,Alice,alice47@hotmail.com,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Alice47,Alice,alice47@hotmail.com,Sun War,12,2015-04-11 09:37,Sony,Faro
Alice47,Alice,alice47@hotmail.com,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Alice47,Alice,alice47@hotmail.com,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Alice47,Alice,alice47@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Maria28,Maria,maria28@ua.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Vera2,Vera,vera2@outlook.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Vera2,Vera,vera2@outlook.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Vera2,Vera,vera2@outlook.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Vera2,Vera,vera2@outlook.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Vera2,Vera,vera2@outlook.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Vera2,Vera,vera2@outlook.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Soraia98,Soraia,soraia98@hotmail.com,War Insane,18,2018-11-01 00:13,Sony,Faro
Soraia98,Soraia,soraia98@hotmail.com,First Night,12,2017-01-28 01:18,Valve,Lisboa
Soraia98,Soraia,soraia98@hotmail.com,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Soraia98,Soraia,soraia98@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Soraia98,Soraia,soraia98@hotmail.com,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Teresa44,Teresa,teresa44@outlook.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Teresa44,Teresa,teresa44@outlook.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Teresa44,Teresa,teresa44@outlook.pt,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
Teresa44,Teresa,teresa44@outlook.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Teresa44,Teresa,teresa44@outlook.pt,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Soraia3,Soraia,soraia3@hotmail.com,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Soraia3,Soraia,soraia3@hotmail.com,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Soraia3,Soraia,soraia3@hotmail.com,War I,2,2018-04-21 01:43,Valve,Lisboa
Soraia3,Soraia,soraia3@hotmail.com,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Soraia3,Soraia,soraia3@hotmail.com,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
